"V1","V2","V3","V4","V5","V6"
0.546092518315142,0.664827962814928,0.638611918131003,0.669822197031972,0.676059299435858,0.650934639203713
2.25934546186539,1.72507114530239,1.93444138641783,1.12619803725766,1.28108177781414,1.09004846104762
0.797179648803149,0.793776947710979,0.437171706078027,0.641241921933198,0.735069827500358,0.808146193711086
0.00819814260090861,0.0265248928025124,0.00603907587250422,0.00163299555468271,0.00350764490293634,0.0175277250812037
0.0774240234230108,0.0625144670301524,0.0640750737961728,0.0477369852975216,0.0446598881658402,0.0709035174374709
7.10559558508708,9.80937657089455,7.59063907269364,8.56232602600513,8.55126686196102,8.89239270518688
0.0047030052201264,0.00357841105238071,0.00432552144502237,0.00428794710335694,0.00328645720362536,0.00369951609440958
0.0242075769068154,0.0268724134741156,0.0235012709264545,0.0225955655293933,0.02998919568265,0.0272170224912906
0.219845346034046,0.371988554786945,0.358973567895487,0.223101855879837,0.250771686574622,0.143431736900747
0.535447387467649,0.541148481558462,0.399849975388057,0.528589939073663,0.554243894394168,0.550723010649778
0.514730340375371,0.510026785075784,0.411451148592305,0.423230270433056,0.35937720530621,0.475260932286222
0.0170970245650282,0.0165433189800566,0.0149092767496215,0.0168147774968661,0.0174074441913152,0.0151942660119767
15.2148709091257,16.412567819103,16.5766158046885,16.1199853677906,13.1293776610206,13.7658506228815
0.0181579671494292,0.0199810928183661,0.0215362431969933,0.0239274565326555,0.0196671428202027,0.0206689637240543
1.15308655968394,1.16974055555624,1.35483432696073,1.38371586112732,1.2180608981183,1.20992643053732
0.164784076915698,0.170215231799506,0.13251146367587,0.166911760712928,0.149545894220228,0.152799277469457
0.28712624212157,0.249937107251745,0.200697917999732,0.28830139217194,0.20535129776202,0.269689901054636
0.493876178598123,0.594943626263859,0.538082349026246,0.53751234477659,0.47523639737065,0.534655484304877
0.0519084819823993,0.233788542703125,0.0986745102164361,0.234603104386897,0.211400783408,0.181951969250096
2.66444672843298,2.66429504442229,2.6647517786941,2.66444201980693,2.6640057299965,2.66495595748363
3.02181428837929,2.32946937374698,2.41368522495244,4.06304007514954,2.42979487685705,3.76242658125001
0.818620678852327,0.832618898535646,0.953547520375083,0.764270278672768,0.902927241269246,0.675543862142848
0.0507018449809614,0.0500332489746823,0.0502222423345584,0.0583504527546341,0.0523170503410296,0.0534302959365446
1.03791684068998,1.08998549614731,1.08855313077749,1.10230577222141,1.05023909287094,1.07876363709956
0.127054905843866,0.128896171665938,0.126938241921032,0.114924737386021,0.125902475381275,0.133900178912766
1.99516588745767,1.90207662426087,1.51025712064867,2.64566652472514,2.81283185632005,2.47832148985429
3.81056456801907,4.14922195262295,4.24459726291544,3.8505019568461,3.84488453050002,4.29269842661511
2.60071524263457,2.7053928894322,2.5383962834829,2.4998201513865,2.63102735400821,1.43669808720014
0.186693327469513,0.172993250127993,0.0196191569622215,0.0695468521730761,0.0224539588251142,0.073839747630854
1.69045193976573,1.84072008493313,1.72872088580875,1.60780916418593,1.42166393577391,1.59821440550699
37.9391281726227,34.2345364225811,35.2290641359707,34.9865671686484,35.7703872920686,39.098381110015
0.178341455369324,0.165931562278734,0.144996549074844,0.154922132614654,0.165926297349148,0.128297605466851
1.62801769563313,1.75766315226226,2.2362939762327,3.05486357337084,2.16304538865933,2.21338025698598
11.7075735423147,11.5643484103495,11.6284183248632,11.0983259959472,12.8355722669036,11.6032535756445
0.205748076527317,0.218014038005594,0.185609382650772,0.216226795797267,0.17597358671677,0.197208509674271
4.41452392901904,4.3073526356401,3.73043174743323,2.4533061355778,3.90250747282862,4.46426307299534
11.0907198841327,12.4356589681733,14.1353781056251,10.5499534429368,11.1761029153606,11.4206983122408
140.957031122172,150.514491582152,96.0375801330705,141.997636034331,80.3287642959484,104.110072715422
0.927687074452523,0.790932814775681,0.908404469113036,0.962909433669386,0.897878360716012,0.966169367778295
0.00103816401886513,0.00113615904430806,0.00109147082713634,0.000995979929906199,0.000940408885154401,0.00103586296152453
0.000476103045620758,0.0004857785741268,0.000487150388499739,0.000415173406224482,0.000479374313611224,0.000488276773056674
0.492767368243623,0.511628066458448,0.494683874494619,0.502869517648096,0.48086291773565,0.505008542582485
10.9243211391278,9.84361048605903,11.2147966847023,10.7054594520935,8.82734867953488,11.5655656374965
1.66992791003279,1.40310739435417,1.47962010377727,1.43839373531874,2.42817309748827,1.63851874566833
32.5715743383309,32.3265345630034,32.3282526331062,32.8406455344018,32.2608164160844,32.1156520868376
0.0191389488405279,0.0295294210501229,0.0276222672465924,0.0326481686143344,0.0388382354022571,0.0300675748382895
0.519574433208218,0.628706455089514,0.660203494736365,0.685689544653234,0.507045159062963,0.504177442396791
0.506979657045618,0.754743166159589,0.635418027888335,0.594266949309667,0.585052786155741,0.74194438152617
0.635058337737395,0.736286123210131,0.571099637463537,0.628469401371163,0.600167081898556,0.496715413896506
0.246790913915681,0.666160660376938,0.314548356643426,0.224053537414755,0.761799255943493,0.499122397313196
0.907478309815801,0.752183942591629,0.836003289224591,0.942999444008574,0.938289474688772,0.739783177617034
